sdmx-attribute:refArea,dcat:measure_1_value,dcat-dimension:thing,sdmx-attribute:unitMeasure,sdmx-dimension:refPeriod
South Sudan - Rumbek,0.1764705882,Beans (red) - Retail,$/kg,2014-11-15
South Sudan - Rumbek,0.20294117643,Beans (red) - Retail,$/kg,2014-12-15
South Sudan - Rumbek,0.20294117643,Beans (red) - Retail,$/kg,2015-01-15
South Sudan - Rumbek,0.22058823525,Beans (red) - Retail,$/kg,2015-04-15
South Sudan - Rumbek,0.19117647055,Beans (red) - Retail,$/kg,2015-05-15
South Sudan - Rumbek,0.2022058823125,Beans (red) - Retail,$/kg,2015-06-15
South Sudan - Rumbek,0.27573529406249997,Beans (red) - Retail,$/kg,2015-07-15
South Sudan - Rumbek,0.3713235293375,Beans (red) - Retail,$/kg,2015-08-15
South Sudan - Rumbek,0.36764705875,Beans (red) - Retail,$/kg,2015-09-15
South Sudan - Rumbek,0.38529411757,Beans (red) - Retail,$/kg,2015-10-15
South Sudan - Rumbek,0.45882352932,Beans (red) - Retail,$/kg,2015-11-15
South Sudan - Rumbek,0.5735294116499999,Beans (red) - Retail,$/kg,2016-01-15
South Sudan - Rumbek,0.4411764705,Beans (red) - Retail,$/kg,2016-02-15
South Sudan - Rumbek,0.5514705881249999,Beans (red) - Retail,$/kg,2016-03-15
South Sudan - Rumbek,0.48529411754999996,Beans (red) - Retail,$/kg,2016-04-15
South Sudan - Rumbek,0.624999999875,Beans (red) - Retail,$/kg,2016-05-15
South Sudan - Rumbek,0.7058823528,Beans (red) - Retail,$/kg,2016-06-15
South Sudan - Rumbek,0.6764705880999999,Beans (red) - Retail,$/kg,2016-07-15
South Sudan - Rumbek,0.7058823528,Beans (red) - Retail,$/kg,2016-08-15
South Sudan - Rumbek,1.470588235,Beans (red) - Retail,$/kg,2016-09-15
South Sudan - Rumbek,1.507352940875,Beans (red) - Retail,$/kg,2016-10-15
South Sudan - Rumbek,1.6176470585,Beans (red) - Retail,$/kg,2016-11-15
South Sudan - Rumbek,1.6176470585,Beans (red) - Retail,$/kg,2016-12-15
South Sudan - Rumbek,2.352941176,Beans (red) - Retail,$/kg,2017-01-15
South Sudan - Rumbek,2.647058823,Beans (red) - Retail,$/kg,2017-02-15
South Sudan - Rumbek,2.94117647,Beans (red) - Retail,$/kg,2017-03-15
South Sudan - Rumbek,2.7941176464999997,Beans (red) - Retail,$/kg,2017-04-15
South Sudan - Rumbek,3.3823529404999997,Beans (red) - Retail,$/kg,2017-06-15
South Sudan - Rumbek,3.3823529404999997,Beans (red) - Retail,$/kg,2017-07-15
South Sudan - Rumbek,3.10294117585,Beans (red) - Retail,$/kg,2017-08-15
South Sudan - Rumbek,2.8235294112,Beans (red) - Retail,$/kg,2017-09-15
South Sudan - Rumbek,2.94117647,Beans (red) - Retail,$/kg,2017-10-15
South Sudan - Rumbek,2.7941176464999997,Beans (red) - Retail,$/kg,2017-11-15
South Sudan - Rumbek,4.3382352932499995,Beans (red) - Retail,$/kg,2017-12-15
South Sudan - Rumbek,5.88235294,Beans (red) - Retail,$/kg,2018-01-15
South Sudan - Rumbek,6.470588234,Beans (red) - Retail,$/kg,2018-03-15
South Sudan - Rumbek,6.441176469299999,Beans (red) - Retail,$/kg,2018-04-15
South Sudan - Rumbek,6.764705880999999,Beans (red) - Retail,$/kg,2018-05-15
South Sudan - Rumbek,6.5992647045625,Beans (red) - Retail,$/kg,2018-06-15
South Sudan - Rumbek,6.433823528125,Beans (red) - Retail,$/kg,2018-07-15
South Sudan - Rumbek,6.07352941055,Beans (red) - Retail,$/kg,2018-08-15
South Sudan - Rumbek,5.88235294,Beans (red) - Retail,$/kg,2018-09-15
South Sudan - Rumbek,3.823529411,Beans (red) - Retail,$/kg,2018-10-15
South Sudan - Rumbek,7.352941175,Beans (red) - Retail,$/kg,2018-12-15
South Sudan - Rumbek,5.88235294,Beans (red) - Retail,$/kg,2019-03-15
South Sudan - Rumbek,15.8,Oil (vegetable) - Retail,SSP/L,2013-04-15
South Sudan - Rumbek,16.0,Oil (vegetable) - Retail,SSP/L,2013-05-15
South Sudan - Rumbek,16.0,Oil (vegetable) - Retail,SSP/L,2013-06-15
South Sudan - Rumbek,13.5,Oil (vegetable) - Retail,SSP/L,2013-07-15
South Sudan - Rumbek,16.0,Oil (vegetable) - Retail,SSP/L,2013-08-15
South Sudan - Rumbek,21.2,Oil (vegetable) - Retail,SSP/L,2013-09-15
South Sudan - Rumbek,14.5,Oil (vegetable) - Retail,SSP/L,2013-10-15
South Sudan - Rumbek,15.5,Oil (vegetable) - Retail,SSP/L,2013-11-15
South Sudan - Rumbek,15.0,Oil (vegetable) - Retail,SSP/L,2013-12-15
South Sudan - Rumbek,11.5,Oil (vegetable) - Retail,SSP/L,2014-08-15
South Sudan - Rumbek,12.0,Oil (vegetable) - Retail,SSP/L,2014-09-15
South Sudan - Rumbek,11.75,Oil (vegetable) - Retail,SSP/L,2014-10-15
South Sudan - Rumbek,11.75,Oil (vegetable) - Retail,SSP/L,2014-11-15
South Sudan - Rumbek,15.0,Oil (vegetable) - Retail,SSP/L,2014-12-15
South Sudan - Rumbek,15.0,Oil (vegetable) - Retail,SSP/L,2015-01-15
South Sudan - Rumbek,10.0,Oil (vegetable) - Retail,SSP/L,2015-02-15
South Sudan - Rumbek,10.0,Oil (vegetable) - Retail,SSP/L,2015-03-15
South Sudan - Rumbek,17.0,Oil (vegetable) - Retail,SSP/L,2015-04-15
South Sudan - Rumbek,16.0,Oil (vegetable) - Retail,SSP/L,2015-05-15
South Sudan - Rumbek,14.75,Oil (vegetable) - Retail,SSP/L,2015-06-15
South Sudan - Rumbek,18.75,Oil (vegetable) - Retail,SSP/L,2015-07-15
South Sudan - Rumbek,27.5,Oil (vegetable) - Retail,SSP/L,2015-08-15
South Sudan - Rumbek,25.0,Oil (vegetable) - Retail,SSP/L,2015-09-15
South Sudan - Rumbek,27.5,Oil (vegetable) - Retail,SSP/L,2015-10-15
South Sudan - Rumbek,37.5,Oil (vegetable) - Retail,SSP/L,2015-11-15
South Sudan - Rumbek,32.8,Oil (vegetable) - Retail,SSP/L,2015-12-15
South Sudan - Rumbek,35.0,Oil (vegetable) - Retail,SSP/L,2016-01-15
South Sudan - Rumbek,39.0,Oil (vegetable) - Retail,SSP/L,2016-02-15
South Sudan - Rumbek,39.0,Oil (vegetable) - Retail,SSP/L,2016-03-15
South Sudan - Rumbek,32.0,Oil (vegetable) - Retail,SSP/L,2016-04-15
South Sudan - Rumbek,46.5,Oil (vegetable) - Retail,SSP/L,2016-05-15
South Sudan - Rumbek,50.0,Oil (vegetable) - Retail,SSP/L,2016-06-15
South Sudan - Rumbek,40.0,Oil (vegetable) - Retail,SSP/L,2016-07-15
South Sudan - Rumbek,70.0,Oil (vegetable) - Retail,SSP/L,2016-08-15
South Sudan - Rumbek,50.0,Oil (vegetable) - Retail,SSP/L,2016-09-15
South Sudan - Rumbek,50.0,Oil (vegetable) - Retail,SSP/L,2016-10-15
South Sudan - Rumbek,67.5,Oil (vegetable) - Retail,SSP/L,2016-11-15
South Sudan - Rumbek,89.2,Oil (vegetable) - Retail,SSP/L,2016-12-15
South Sudan - Rumbek,200.0,Oil (vegetable) - Retail,SSP/L,2017-01-15
South Sudan - Rumbek,180.0,Oil (vegetable) - Retail,SSP/L,2017-02-15
South Sudan - Rumbek,200.0,Oil (vegetable) - Retail,SSP/L,2017-03-15
South Sudan - Rumbek,200.0,Oil (vegetable) - Retail,SSP/L,2017-04-15
South Sudan - Rumbek,234.0,Oil (vegetable) - Retail,SSP/L,2017-06-15
South Sudan - Rumbek,234.0,Oil (vegetable) - Retail,SSP/L,2017-07-15
South Sudan - Rumbek,227.875,Oil (vegetable) - Retail,SSP/L,2017-08-15
South Sudan - Rumbek,222.0,Oil (vegetable) - Retail,SSP/L,2017-09-15
South Sudan - Rumbek,250.0,Oil (vegetable) - Retail,SSP/L,2017-10-15
South Sudan - Rumbek,300.0,Oil (vegetable) - Retail,SSP/L,2018-01-15
South Sudan - Rumbek,397.25,Oil (vegetable) - Retail,SSP/L,2018-02-15
South Sudan - Rumbek,494.0,Oil (vegetable) - Retail,SSP/L,2018-03-15
South Sudan - Rumbek,492.5,Oil (vegetable) - Retail,SSP/L,2018-04-15
South Sudan - Rumbek,378.0,Oil (vegetable) - Retail,SSP/L,2018-05-15
South Sudan - Rumbek,435.25,Oil (vegetable) - Retail,SSP/L,2018-06-15
South Sudan - Rumbek,492.5,Oil (vegetable) - Retail,SSP/L,2018-07-15
South Sudan - Rumbek,313.0,Oil (vegetable) - Retail,SSP/L,2018-08-15
South Sudan - Rumbek,300.0,Oil (vegetable) - Retail,SSP/L,2018-09-15
South Sudan - Rumbek,275.0,Oil (vegetable) - Retail,SSP/L,2018-10-15
South Sudan - Rumbek,250.0,Oil (vegetable) - Retail,SSP/L,2018-12-15
South Sudan - Rumbek,500.0,Oil (vegetable) - Retail,SSP/L,2019-03-15
South Sudan - Rumbek,0.04411764705,Groundnuts (shelled) - Retail,$/kg,2009-10-15
South Sudan - Rumbek,0.04411764705,Groundnuts (shelled) - Retail,$/kg,2009-11-15
South Sudan - Rumbek,0.04411764705,Groundnuts (shelled) - Retail,$/kg,2009-12-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2010-01-15
South Sudan - Rumbek,0.04411764705,Groundnuts (shelled) - Retail,$/kg,2010-02-15
South Sudan - Rumbek,0.0551470588125,Groundnuts (shelled) - Retail,$/kg,2010-04-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2010-06-15
South Sudan - Rumbek,0.1176470588,Groundnuts (shelled) - Retail,$/kg,2010-07-15
South Sudan - Rumbek,0.124999999975,Groundnuts (shelled) - Retail,$/kg,2010-09-15
South Sudan - Rumbek,0.1176470588,Groundnuts (shelled) - Retail,$/kg,2010-10-15
South Sudan - Rumbek,0.07843088233725501,Groundnuts (shelled) - Retail,$/kg,2010-11-15
South Sudan - Rumbek,0.068627941162745,Groundnuts (shelled) - Retail,$/kg,2010-12-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2011-01-15
South Sudan - Rumbek,0.06433823528125,Groundnuts (shelled) - Retail,$/kg,2011-02-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2011-03-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2011-04-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2011-05-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2011-06-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2011-07-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2011-08-15
South Sudan - Rumbek,0.154411764675,Groundnuts (shelled) - Retail,$/kg,2011-10-15
South Sudan - Rumbek,0.1470588235,Groundnuts (shelled) - Retail,$/kg,2011-11-15
South Sudan - Rumbek,0.19117647055,Groundnuts (shelled) - Retail,$/kg,2011-12-15
South Sudan - Rumbek,0.10294117644999999,Groundnuts (shelled) - Retail,$/kg,2012-01-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2012-02-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2012-03-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2012-04-15
South Sudan - Rumbek,0.066176470575,Groundnuts (shelled) - Retail,$/kg,2012-05-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2012-07-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2012-08-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2012-10-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2012-11-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2013-04-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2013-05-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2013-06-15
South Sudan - Rumbek,0.06470588234,Groundnuts (shelled) - Retail,$/kg,2013-07-15
South Sudan - Rumbek,0.0680882352805,Groundnuts (shelled) - Retail,$/kg,2013-08-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2013-09-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2013-10-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2013-11-15
South Sudan - Rumbek,0.0588235294,Groundnuts (shelled) - Retail,$/kg,2013-12-15
South Sudan - Rumbek,0.110294117625,Groundnuts (shelled) - Retail,$/kg,2014-08-15
South Sudan - Rumbek,0.095588235275,Groundnuts (shelled) - Retail,$/kg,2014-09-15
South Sudan - Rumbek,0.08455882351249999,Groundnuts (shelled) - Retail,$/kg,2014-10-15
South Sudan - Rumbek,0.08051470586625,Groundnuts (shelled) - Retail,$/kg,2014-11-15
South Sudan - Rumbek,0.07352941175,Groundnuts (shelled) - Retail,$/kg,2014-12-15
South Sudan - Rumbek,0.07352941175,Groundnuts (shelled) - Retail,$/kg,2015-01-15
South Sudan - Rumbek,0.1470588235,Groundnuts (shelled) - Retail,$/kg,2015-04-15
South Sudan - Rumbek,0.1470588235,Groundnuts (shelled) - Retail,$/kg,2015-10-15
South Sudan - Rumbek,0.257352941125,Groundnuts (shelled) - Retail,$/kg,2015-11-15
South Sudan - Rumbek,0.23823529407,Groundnuts (shelled) - Retail,$/kg,2015-12-15
South Sudan - Rumbek,0.294117647,Groundnuts (shelled) - Retail,$/kg,2016-01-15
South Sudan - Rumbek,0.22058823525,Groundnuts (shelled) - Retail,$/kg,2016-02-15
South Sudan - Rumbek,0.294117647,Groundnuts (shelled) - Retail,$/kg,2016-03-15
South Sudan - Rumbek,0.28676470582499997,Groundnuts (shelled) - Retail,$/kg,2016-04-15
South Sudan - Rumbek,0.34852941169499996,Groundnuts (shelled) - Retail,$/kg,2016-05-15
South Sudan - Rumbek,0.24264705877499998,Groundnuts (shelled) - Retail,$/kg,2016-06-15
South Sudan - Rumbek,0.294117647,Groundnuts (shelled) - Retail,$/kg,2016-07-15
South Sudan - Rumbek,0.294117647,Groundnuts (shelled) - Retail,$/kg,2016-08-15
South Sudan - Rumbek,0.60294117635,Groundnuts (shelled) - Retail,$/kg,2016-09-15
South Sudan - Rumbek,0.74999999985,Groundnuts (shelled) - Retail,$/kg,2016-10-15
South Sudan - Rumbek,0.882352941,Groundnuts (shelled) - Retail,$/kg,2016-11-15
South Sudan - Rumbek,0.8529411763,Groundnuts (shelled) - Retail,$/kg,2016-12-15
South Sudan - Rumbek,1.470588235,Groundnuts (shelled) - Retail,$/kg,2017-01-15
South Sudan - Rumbek,1.470588235,Groundnuts (shelled) - Retail,$/kg,2017-02-15
South Sudan - Rumbek,3.6764705875,Groundnuts (shelled) - Retail,$/kg,2017-03-15
South Sudan - Rumbek,0.919117646875,Groundnuts (shelled) - Retail,$/kg,2017-04-15
South Sudan - Rumbek,3.3823529404999997,Groundnuts (shelled) - Retail,$/kg,2017-06-15
South Sudan - Rumbek,2.42647058775,Groundnuts (shelled) - Retail,$/kg,2017-07-15
South Sudan - Rumbek,2.2058823524999998,Groundnuts (shelled) - Retail,$/kg,2017-10-15
South Sudan - Rumbek,2.7647058818,Groundnuts (shelled) - Retail,$/kg,2018-03-15
South Sudan - Rumbek,7.352941175,Groundnuts (shelled) - Retail,$/kg,2018-04-15
South Sudan - Rumbek,4.264705881499999,Groundnuts (shelled) - Retail,$/kg,2018-08-15
South Sudan - Rumbek,2.94117647,Groundnuts (shelled) - Retail,$/kg,2019-03-15
South Sudan - Rumbek,0.02521008402857142,Millet (white) - Retail,$/kg,2010-09-15
South Sudan - Rumbek,0.09033613443571425,Millet (white) - Retail,$/kg,2013-04-15
South Sudan - Rumbek,0.08823529409999997,Millet (white) - Retail,$/kg,2013-05-15
South Sudan - Rumbek,0.13739495795571424,Millet (white) - Retail,$/kg,2013-06-15
South Sudan - Rumbek,0.13025210081428568,Millet (white) - Retail,$/kg,2013-07-15
South Sudan - Rumbek,0.08403361342857141,Millet (white) - Retail,$/kg,2013-09-15
South Sudan - Rumbek,0.08403361342857141,Millet (white) - Retail,$/kg,2013-10-15
South Sudan - Rumbek,0.10504201678571425,Millet (white) - Retail,$/kg,2013-11-15
South Sudan - Rumbek,0.08403361342857141,Millet (white) - Retail,$/kg,2013-12-15
South Sudan - Rumbek,1.5462184870857139,Millet (white) - Retail,$/kg,2018-01-15
South Sudan - Rumbek,2.8571428565714276,Millet (white) - Retail,$/kg,2018-03-15
South Sudan - Rumbek,2.8361344532142847,Millet (white) - Retail,$/kg,2018-04-15
South Sudan - Rumbek,2.0504201676571423,Millet (white) - Retail,$/kg,2018-09-15
South Sudan - Rumbek,2.100840335714285,Millet (white) - Retail,$/kg,2019-03-15
South Sudan - Rumbek,0.09663865544285712,Sesame - Retail,$/kg,2014-08-15
South Sudan - Rumbek,0.09348739493928568,Sesame - Retail,$/kg,2014-09-15
South Sudan - Rumbek,0.07563025208571426,Sesame - Retail,$/kg,2014-10-15
South Sudan - Rumbek,0.08823529409999997,Sesame - Retail,$/kg,2014-11-15
South Sudan - Rumbek,0.1260504201428571,Sesame - Retail,$/kg,2015-10-15
South Sudan - Rumbek,0.16806722685714282,Sesame - Retail,$/kg,2015-12-15
South Sudan - Rumbek,0.2100840335714285,Sesame - Retail,$/kg,2016-03-15
South Sudan - Rumbek,1.554621848428571,Sesame - Retail,$/kg,2017-06-15
South Sudan - Rumbek,1.680672268571428,Sesame - Retail,$/kg,2017-07-15
South Sudan - Rumbek,1.260504201428571,Sesame - Retail,$/kg,2017-10-15
South Sudan - Rumbek,3.6050420160857133,Sesame - Retail,$/kg,2018-01-15
South Sudan - Rumbek,2.941176469999999,Sesame - Retail,$/kg,2018-03-15
South Sudan - Rumbek,3.5714285707142843,Sesame - Retail,$/kg,2018-04-15
South Sudan - Rumbek,2.100840335714285,Sesame - Retail,$/kg,2018-08-15
South Sudan - Rumbek,2.100840335714285,Sesame - Retail,$/kg,2018-09-15
South Sudan - Rumbek,0.840336134285714,Sesame - Retail,$/kg,2018-12-15
South Sudan - Rumbek,5.2521008392857125,Sesame - Retail,$/kg,2019-03-15
South Sudan - Rumbek,2.2058823524999998,Salt - Retail,$/kg,2018-12-15
South Sudan - Rumbek,2.2058823524999998,Salt - Retail,$/kg,2019-03-15
South Sudan - Rumbek,4.3529411756,"Sugar (brown, imported) - Retail",$/kg,2018-03-15
South Sudan - Rumbek,4.3382352932499995,"Sugar (brown, imported) - Retail",$/kg,2018-04-15
South Sudan - Rumbek,4.19117646975,"Sugar (brown, imported) - Retail",$/kg,2018-08-15
South Sudan - Rumbek,4.117647058,"Sugar (brown, imported) - Retail",$/kg,2018-09-15
South Sudan - Rumbek,2.42647058775,"Sugar (brown, imported) - Retail",$/kg,2018-10-15
South Sudan - Rumbek,4.4117647049999995,"Sugar (brown, imported) - Retail",$/kg,2018-12-15
South Sudan - Rumbek,4.4117647049999995,"Sugar (brown, imported) - Retail",$/kg,2019-03-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2012-01-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2012-02-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2012-03-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2012-04-15
South Sudan - Rumbek,12.5,Fuel (diesel) - Retail,SSP/L,2012-05-15
South Sudan - Rumbek,9.75,Fuel (diesel) - Retail,SSP/L,2012-06-15
South Sudan - Rumbek,9.25,Fuel (diesel) - Retail,SSP/L,2012-07-15
South Sudan - Rumbek,9.0,Fuel (diesel) - Retail,SSP/L,2012-08-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2012-09-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2012-10-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2012-11-15
South Sudan - Rumbek,8.75,Fuel (diesel) - Retail,SSP/L,2012-12-15
South Sudan - Rumbek,9.5,Fuel (diesel) - Retail,SSP/L,2013-01-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2013-02-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2013-03-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2013-04-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2013-05-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2013-06-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2013-07-15
South Sudan - Rumbek,8.0,Fuel (diesel) - Retail,SSP/L,2013-08-15
South Sudan - Rumbek,7.0,Fuel (diesel) - Retail,SSP/L,2013-09-15
South Sudan - Rumbek,7.0,Fuel (diesel) - Retail,SSP/L,2013-10-15
South Sudan - Rumbek,7.0,Fuel (diesel) - Retail,SSP/L,2013-11-15
South Sudan - Rumbek,7.75,Fuel (diesel) - Retail,SSP/L,2013-12-15
South Sudan - Rumbek,24.5,Fuel (diesel) - Retail,SSP/L,2015-11-15
South Sudan - Rumbek,28.0,Fuel (diesel) - Retail,SSP/L,2015-12-15
South Sudan - Rumbek,30.0,Fuel (diesel) - Retail,SSP/L,2016-01-15
South Sudan - Rumbek,29.5,Fuel (diesel) - Retail,SSP/L,2016-03-15
South Sudan - Rumbek,30.0,Fuel (diesel) - Retail,SSP/L,2016-05-15
South Sudan - Rumbek,30.0,Fuel (diesel) - Retail,SSP/L,2016-07-15
South Sudan - Rumbek,115.0,Fuel (diesel) - Retail,SSP/L,2016-08-15
South Sudan - Rumbek,80.0,Fuel (diesel) - Retail,SSP/L,2016-10-15
South Sudan - Rumbek,80.0,Fuel (diesel) - Retail,SSP/L,2016-11-15
South Sudan - Rumbek,80.0,Fuel (diesel) - Retail,SSP/L,2016-12-15
South Sudan - Rumbek,140.0,Fuel (diesel) - Retail,SSP/L,2017-02-15
South Sudan - Rumbek,153.0,Fuel (diesel) - Retail,SSP/L,2017-03-15
South Sudan - Rumbek,130.0,Fuel (diesel) - Retail,SSP/L,2017-04-15
South Sudan - Rumbek,165.0,Fuel (diesel) - Retail,SSP/L,2017-06-15
South Sudan - Rumbek,380.0,Fuel (diesel) - Retail,SSP/L,2017-07-15
South Sudan - Rumbek,294.0,Fuel (diesel) - Retail,SSP/L,2017-10-15
South Sudan - Rumbek,280.0,Fuel (diesel) - Retail,SSP/L,2018-01-15
South Sudan - Rumbek,300.0,Fuel (diesel) - Retail,SSP/L,2018-03-15
South Sudan - Rumbek,300.0,Fuel (diesel) - Retail,SSP/L,2018-04-15
South Sudan - Rumbek,280.0,Fuel (diesel) - Retail,SSP/L,2018-08-15
South Sudan - Rumbek,350.0,Fuel (diesel) - Retail,SSP/L,2019-03-15
South Sudan - Rumbek,8.0,Fuel (petrol-gasoline) - Retail,SSP/L,2012-01-15
South Sudan - Rumbek,8.0,Fuel (petrol-gasoline) - Retail,SSP/L,2012-02-15
South Sudan - Rumbek,8.0,Fuel (petrol-gasoline) - Retail,SSP/L,2012-03-15
South Sudan - Rumbek,8.5,Fuel (petrol-gasoline) - Retail,SSP/L,2012-04-15
South Sudan - Rumbek,11.75,Fuel (petrol-gasoline) - Retail,SSP/L,2012-05-15
