sdmx-dimension:refPeriod,sdmx-attribute:unitMeasure,dcat-dimension:thing,dcat:measure_1_value,sdmx-attribute:refArea
2014-12-15,SSP/KG,Beans (red) - Retail,13.8,South Sudan - Rumbek
2015-01-15,SSP/KG,Beans (red) - Retail,13.8,South Sudan - Rumbek
2015-04-15,SSP/KG,Beans (red) - Retail,15.0,South Sudan - Rumbek
2015-05-15,SSP/KG,Beans (red) - Retail,13.0,South Sudan - Rumbek
2015-06-15,SSP/KG,Beans (red) - Retail,13.75,South Sudan - Rumbek
2015-07-15,SSP/KG,Beans (red) - Retail,18.75,South Sudan - Rumbek
2015-08-15,SSP/KG,Beans (red) - Retail,25.25,South Sudan - Rumbek
2015-09-15,SSP/KG,Beans (red) - Retail,25.0,South Sudan - Rumbek
2015-10-15,SSP/KG,Beans (red) - Retail,26.2,South Sudan - Rumbek
2015-11-15,SSP/KG,Beans (red) - Retail,31.2,South Sudan - Rumbek
2016-01-15,SSP/KG,Beans (red) - Retail,39.0,South Sudan - Rumbek
2016-02-15,SSP/KG,Beans (red) - Retail,30.0,South Sudan - Rumbek
2016-03-15,SSP/KG,Beans (red) - Retail,37.5,South Sudan - Rumbek
2016-04-15,SSP/KG,Beans (red) - Retail,33.0,South Sudan - Rumbek
2016-05-15,SSP/KG,Beans (red) - Retail,42.5,South Sudan - Rumbek
2016-06-15,SSP/KG,Beans (red) - Retail,48.0,South Sudan - Rumbek
2016-07-15,SSP/KG,Beans (red) - Retail,46.0,South Sudan - Rumbek
2016-08-15,SSP/KG,Beans (red) - Retail,48.0,South Sudan - Rumbek
2016-09-15,SSP/KG,Beans (red) - Retail,100.0,South Sudan - Rumbek
2016-10-15,SSP/KG,Beans (red) - Retail,102.5,South Sudan - Rumbek
2016-11-15,SSP/KG,Beans (red) - Retail,110.0,South Sudan - Rumbek
2016-12-15,SSP/KG,Beans (red) - Retail,110.0,South Sudan - Rumbek
2017-01-15,SSP/KG,Beans (red) - Retail,160.0,South Sudan - Rumbek
2017-02-15,SSP/KG,Beans (red) - Retail,180.0,South Sudan - Rumbek
2017-03-15,SSP/KG,Beans (red) - Retail,200.0,South Sudan - Rumbek
2017-04-15,SSP/KG,Beans (red) - Retail,190.0,South Sudan - Rumbek
2017-06-15,SSP/KG,Beans (red) - Retail,230.0,South Sudan - Rumbek
2017-07-15,SSP/KG,Beans (red) - Retail,230.0,South Sudan - Rumbek
2017-08-15,SSP/KG,Beans (red) - Retail,211.0,South Sudan - Rumbek
2017-09-15,SSP/KG,Beans (red) - Retail,192.0,South Sudan - Rumbek
2017-10-15,SSP/KG,Beans (red) - Retail,200.0,South Sudan - Rumbek
2017-11-15,SSP/KG,Beans (red) - Retail,190.0,South Sudan - Rumbek
2017-12-15,SSP/KG,Beans (red) - Retail,295.0,South Sudan - Rumbek
2018-01-15,SSP/KG,Beans (red) - Retail,400.0,South Sudan - Rumbek
2018-03-15,SSP/KG,Beans (red) - Retail,440.0,South Sudan - Rumbek
2018-04-15,SSP/KG,Beans (red) - Retail,438.0,South Sudan - Rumbek
2018-05-15,SSP/KG,Beans (red) - Retail,460.0,South Sudan - Rumbek
2018-06-15,SSP/KG,Beans (red) - Retail,448.75,South Sudan - Rumbek
2018-07-15,SSP/KG,Beans (red) - Retail,437.5,South Sudan - Rumbek
2018-08-15,SSP/KG,Beans (red) - Retail,413.0,South Sudan - Rumbek
2018-09-15,SSP/KG,Beans (red) - Retail,400.0,South Sudan - Rumbek
2018-10-15,SSP/KG,Beans (red) - Retail,260.0,South Sudan - Rumbek
2018-12-15,SSP/KG,Beans (red) - Retail,500.0,South Sudan - Rumbek
2019-03-15,SSP/KG,Beans (red) - Retail,400.0,South Sudan - Rumbek
2013-04-15,SSP/L,Oil (vegetable) - Retail,15.8,South Sudan - Rumbek
2013-05-15,SSP/L,Oil (vegetable) - Retail,16.0,South Sudan - Rumbek
2013-06-15,SSP/L,Oil (vegetable) - Retail,16.0,South Sudan - Rumbek
2013-07-15,SSP/L,Oil (vegetable) - Retail,13.5,South Sudan - Rumbek
2013-08-15,SSP/L,Oil (vegetable) - Retail,16.0,South Sudan - Rumbek
2013-09-15,SSP/L,Oil (vegetable) - Retail,21.2,South Sudan - Rumbek
2013-10-15,SSP/L,Oil (vegetable) - Retail,14.5,South Sudan - Rumbek
2013-11-15,SSP/L,Oil (vegetable) - Retail,15.5,South Sudan - Rumbek
2013-12-15,SSP/L,Oil (vegetable) - Retail,15.0,South Sudan - Rumbek
2014-08-15,SSP/L,Oil (vegetable) - Retail,11.5,South Sudan - Rumbek
2014-09-15,SSP/L,Oil (vegetable) - Retail,12.0,South Sudan - Rumbek
2014-10-15,SSP/L,Oil (vegetable) - Retail,11.75,South Sudan - Rumbek
2014-11-15,SSP/L,Oil (vegetable) - Retail,11.75,South Sudan - Rumbek
2014-12-15,SSP/L,Oil (vegetable) - Retail,15.0,South Sudan - Rumbek
2015-01-15,SSP/L,Oil (vegetable) - Retail,15.0,South Sudan - Rumbek
2015-02-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Rumbek
2015-03-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Rumbek
2015-04-15,SSP/L,Oil (vegetable) - Retail,17.0,South Sudan - Rumbek
2015-05-15,SSP/L,Oil (vegetable) - Retail,16.0,South Sudan - Rumbek
2015-06-15,SSP/L,Oil (vegetable) - Retail,14.75,South Sudan - Rumbek
2015-07-15,SSP/L,Oil (vegetable) - Retail,18.75,South Sudan - Rumbek
2015-08-15,SSP/L,Oil (vegetable) - Retail,27.5,South Sudan - Rumbek
2015-09-15,SSP/L,Oil (vegetable) - Retail,25.0,South Sudan - Rumbek
2015-10-15,SSP/L,Oil (vegetable) - Retail,27.5,South Sudan - Rumbek
2015-11-15,SSP/L,Oil (vegetable) - Retail,37.5,South Sudan - Rumbek
2015-12-15,SSP/L,Oil (vegetable) - Retail,32.8,South Sudan - Rumbek
2016-01-15,SSP/L,Oil (vegetable) - Retail,35.0,South Sudan - Rumbek
2016-02-15,SSP/L,Oil (vegetable) - Retail,39.0,South Sudan - Rumbek
2016-03-15,SSP/L,Oil (vegetable) - Retail,39.0,South Sudan - Rumbek
2016-04-15,SSP/L,Oil (vegetable) - Retail,32.0,South Sudan - Rumbek
2016-05-15,SSP/L,Oil (vegetable) - Retail,46.5,South Sudan - Rumbek
2016-06-15,SSP/L,Oil (vegetable) - Retail,50.0,South Sudan - Rumbek
2016-07-15,SSP/L,Oil (vegetable) - Retail,40.0,South Sudan - Rumbek
2016-08-15,SSP/L,Oil (vegetable) - Retail,70.0,South Sudan - Rumbek
2016-09-15,SSP/L,Oil (vegetable) - Retail,50.0,South Sudan - Rumbek
2016-10-15,SSP/L,Oil (vegetable) - Retail,50.0,South Sudan - Rumbek
2016-11-15,SSP/L,Oil (vegetable) - Retail,67.5,South Sudan - Rumbek
2016-12-15,SSP/L,Oil (vegetable) - Retail,89.2,South Sudan - Rumbek
2017-01-15,SSP/L,Oil (vegetable) - Retail,200.0,South Sudan - Rumbek
2017-02-15,SSP/L,Oil (vegetable) - Retail,180.0,South Sudan - Rumbek
2017-03-15,SSP/L,Oil (vegetable) - Retail,200.0,South Sudan - Rumbek
2017-04-15,SSP/L,Oil (vegetable) - Retail,200.0,South Sudan - Rumbek
2017-06-15,SSP/L,Oil (vegetable) - Retail,234.0,South Sudan - Rumbek
2017-07-15,SSP/L,Oil (vegetable) - Retail,234.0,South Sudan - Rumbek
2017-08-15,SSP/L,Oil (vegetable) - Retail,227.875,South Sudan - Rumbek
2017-09-15,SSP/L,Oil (vegetable) - Retail,222.0,South Sudan - Rumbek
2017-10-15,SSP/L,Oil (vegetable) - Retail,250.0,South Sudan - Rumbek
2018-01-15,SSP/L,Oil (vegetable) - Retail,300.0,South Sudan - Rumbek
2018-02-15,SSP/L,Oil (vegetable) - Retail,397.25,South Sudan - Rumbek
2018-03-15,SSP/L,Oil (vegetable) - Retail,494.0,South Sudan - Rumbek
2018-04-15,SSP/L,Oil (vegetable) - Retail,492.5,South Sudan - Rumbek
2018-05-15,SSP/L,Oil (vegetable) - Retail,378.0,South Sudan - Rumbek
2018-06-15,SSP/L,Oil (vegetable) - Retail,435.25,South Sudan - Rumbek
2018-07-15,SSP/L,Oil (vegetable) - Retail,492.5,South Sudan - Rumbek
2018-08-15,SSP/L,Oil (vegetable) - Retail,313.0,South Sudan - Rumbek
2018-09-15,SSP/L,Oil (vegetable) - Retail,300.0,South Sudan - Rumbek
2018-10-15,SSP/L,Oil (vegetable) - Retail,275.0,South Sudan - Rumbek
2018-12-15,SSP/L,Oil (vegetable) - Retail,250.0,South Sudan - Rumbek
2019-03-15,SSP/L,Oil (vegetable) - Retail,500.0,South Sudan - Rumbek
2009-10-15,SSP/KG,Groundnuts (shelled) - Retail,3.0,South Sudan - Rumbek
2009-11-15,SSP/KG,Groundnuts (shelled) - Retail,3.0,South Sudan - Rumbek
2009-12-15,SSP/KG,Groundnuts (shelled) - Retail,3.0,South Sudan - Rumbek
2010-01-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2010-02-15,SSP/KG,Groundnuts (shelled) - Retail,3.0,South Sudan - Rumbek
2010-04-15,SSP/KG,Groundnuts (shelled) - Retail,3.75,South Sudan - Rumbek
2010-06-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2010-07-15,SSP/KG,Groundnuts (shelled) - Retail,8.0,South Sudan - Rumbek
2010-09-15,SSP/KG,Groundnuts (shelled) - Retail,8.5,South Sudan - Rumbek
2010-10-15,SSP/KG,Groundnuts (shelled) - Retail,8.0,South Sudan - Rumbek
2010-11-15,SSP/KG,Groundnuts (shelled) - Retail,5.3333,South Sudan - Rumbek
2010-12-15,SSP/KG,Groundnuts (shelled) - Retail,4.6667,South Sudan - Rumbek
2011-01-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2011-02-15,SSP/KG,Groundnuts (shelled) - Retail,4.375,South Sudan - Rumbek
2011-03-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2011-04-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2011-05-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2011-06-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2011-07-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2011-08-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2011-10-15,SSP/KG,Groundnuts (shelled) - Retail,10.5,South Sudan - Rumbek
2011-11-15,SSP/KG,Groundnuts (shelled) - Retail,10.0,South Sudan - Rumbek
2011-12-15,SSP/KG,Groundnuts (shelled) - Retail,13.0,South Sudan - Rumbek
2012-01-15,SSP/KG,Groundnuts (shelled) - Retail,7.0,South Sudan - Rumbek
2012-02-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2012-03-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2012-04-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2012-05-15,SSP/KG,Groundnuts (shelled) - Retail,4.5,South Sudan - Rumbek
2012-07-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2012-08-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2012-10-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2012-11-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2013-04-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2013-05-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2013-06-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2013-07-15,SSP/KG,Groundnuts (shelled) - Retail,4.4,South Sudan - Rumbek
2013-08-15,SSP/KG,Groundnuts (shelled) - Retail,4.63,South Sudan - Rumbek
2013-09-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2013-10-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2013-11-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2013-12-15,SSP/KG,Groundnuts (shelled) - Retail,4.0,South Sudan - Rumbek
2014-08-15,SSP/KG,Groundnuts (shelled) - Retail,7.5,South Sudan - Rumbek
2014-09-15,SSP/KG,Groundnuts (shelled) - Retail,6.5,South Sudan - Rumbek
2014-10-15,SSP/KG,Groundnuts (shelled) - Retail,5.75,South Sudan - Rumbek
2014-11-15,SSP/KG,Groundnuts (shelled) - Retail,5.475,South Sudan - Rumbek
2014-12-15,SSP/KG,Groundnuts (shelled) - Retail,5.0,South Sudan - Rumbek
2015-01-15,SSP/KG,Groundnuts (shelled) - Retail,5.0,South Sudan - Rumbek
2015-04-15,SSP/KG,Groundnuts (shelled) - Retail,10.0,South Sudan - Rumbek
2015-10-15,SSP/KG,Groundnuts (shelled) - Retail,10.0,South Sudan - Rumbek
2015-11-15,SSP/KG,Groundnuts (shelled) - Retail,17.5,South Sudan - Rumbek
2015-12-15,SSP/KG,Groundnuts (shelled) - Retail,16.2,South Sudan - Rumbek
2016-01-15,SSP/KG,Groundnuts (shelled) - Retail,20.0,South Sudan - Rumbek
2016-02-15,SSP/KG,Groundnuts (shelled) - Retail,15.0,South Sudan - Rumbek
2016-03-15,SSP/KG,Groundnuts (shelled) - Retail,20.0,South Sudan - Rumbek
2016-04-15,SSP/KG,Groundnuts (shelled) - Retail,19.5,South Sudan - Rumbek
2016-05-15,SSP/KG,Groundnuts (shelled) - Retail,23.7,South Sudan - Rumbek
2016-06-15,SSP/KG,Groundnuts (shelled) - Retail,16.5,South Sudan - Rumbek
2016-07-15,SSP/KG,Groundnuts (shelled) - Retail,20.0,South Sudan - Rumbek
2016-08-15,SSP/KG,Groundnuts (shelled) - Retail,20.0,South Sudan - Rumbek
2016-09-15,SSP/KG,Groundnuts (shelled) - Retail,41.0,South Sudan - Rumbek
2016-10-15,SSP/KG,Groundnuts (shelled) - Retail,51.0,South Sudan - Rumbek
2016-11-15,SSP/KG,Groundnuts (shelled) - Retail,60.0,South Sudan - Rumbek
2016-12-15,SSP/KG,Groundnuts (shelled) - Retail,58.0,South Sudan - Rumbek
2017-01-15,SSP/KG,Groundnuts (shelled) - Retail,100.0,South Sudan - Rumbek
2017-02-15,SSP/KG,Groundnuts (shelled) - Retail,100.0,South Sudan - Rumbek
2017-03-15,SSP/KG,Groundnuts (shelled) - Retail,250.0,South Sudan - Rumbek
2017-04-15,SSP/KG,Groundnuts (shelled) - Retail,62.5,South Sudan - Rumbek
2017-06-15,SSP/KG,Groundnuts (shelled) - Retail,230.0,South Sudan - Rumbek
2017-07-15,SSP/KG,Groundnuts (shelled) - Retail,165.0,South Sudan - Rumbek
2017-10-15,SSP/KG,Groundnuts (shelled) - Retail,150.0,South Sudan - Rumbek
2018-03-15,SSP/KG,Groundnuts (shelled) - Retail,188.0,South Sudan - Rumbek
2018-04-15,SSP/KG,Groundnuts (shelled) - Retail,500.0,South Sudan - Rumbek
2018-08-15,SSP/KG,Groundnuts (shelled) - Retail,290.0,South Sudan - Rumbek
2019-03-15,SSP/KG,Groundnuts (shelled) - Retail,200.0,South Sudan - Rumbek
2010-09-15,SSP/3.5 KG,Millet (white) - Retail,6.0,South Sudan - Rumbek
2013-04-15,SSP/3.5 KG,Millet (white) - Retail,21.5,South Sudan - Rumbek
2013-05-15,SSP/3.5 KG,Millet (white) - Retail,21.0,South Sudan - Rumbek
2013-06-15,SSP/3.5 KG,Millet (white) - Retail,32.7,South Sudan - Rumbek
2013-07-15,SSP/3.5 KG,Millet (white) - Retail,31.0,South Sudan - Rumbek
2013-09-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Rumbek
2013-10-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Rumbek
2013-11-15,SSP/3.5 KG,Millet (white) - Retail,25.0,South Sudan - Rumbek
2013-12-15,SSP/3.5 KG,Millet (white) - Retail,20.0,South Sudan - Rumbek
2018-01-15,SSP/3.5 KG,Millet (white) - Retail,368.0,South Sudan - Rumbek
2018-03-15,SSP/3.5 KG,Millet (white) - Retail,680.0,South Sudan - Rumbek
2018-04-15,SSP/3.5 KG,Millet (white) - Retail,675.0,South Sudan - Rumbek
2018-09-15,SSP/3.5 KG,Millet (white) - Retail,488.0,South Sudan - Rumbek
2019-03-15,SSP/3.5 KG,Millet (white) - Retail,500.0,South Sudan - Rumbek
2014-08-15,SSP/3.5 KG,Sesame - Retail,23.0,South Sudan - Rumbek
2014-09-15,SSP/3.5 KG,Sesame - Retail,22.25,South Sudan - Rumbek
2014-10-15,SSP/3.5 KG,Sesame - Retail,18.0,South Sudan - Rumbek
2014-11-15,SSP/3.5 KG,Sesame - Retail,21.0,South Sudan - Rumbek
2015-10-15,SSP/3.5 KG,Sesame - Retail,30.0,South Sudan - Rumbek
2015-12-15,SSP/3.5 KG,Sesame - Retail,40.0,South Sudan - Rumbek
2016-03-15,SSP/3.5 KG,Sesame - Retail,50.0,South Sudan - Rumbek
2017-06-15,SSP/3.5 KG,Sesame - Retail,370.0,South Sudan - Rumbek
2017-07-15,SSP/3.5 KG,Sesame - Retail,400.0,South Sudan - Rumbek
2017-10-15,SSP/3.5 KG,Sesame - Retail,300.0,South Sudan - Rumbek
2018-01-15,SSP/3.5 KG,Sesame - Retail,858.0,South Sudan - Rumbek
2018-03-15,SSP/3.5 KG,Sesame - Retail,700.0,South Sudan - Rumbek
2018-04-15,SSP/3.5 KG,Sesame - Retail,850.0,South Sudan - Rumbek
2018-08-15,SSP/3.5 KG,Sesame - Retail,500.0,South Sudan - Rumbek
2018-09-15,SSP/3.5 KG,Sesame - Retail,500.0,South Sudan - Rumbek
2018-12-15,SSP/3.5 KG,Sesame - Retail,200.0,South Sudan - Rumbek
2019-03-15,SSP/3.5 KG,Sesame - Retail,1250.0,South Sudan - Rumbek
2018-12-15,SSP/KG,Salt - Retail,150.0,South Sudan - Rumbek
2019-03-15,SSP/KG,Salt - Retail,150.0,South Sudan - Rumbek
2018-03-15,SSP/KG,"Sugar (brown, imported) - Retail",296.0,South Sudan - Rumbek
2018-04-15,SSP/KG,"Sugar (brown, imported) - Retail",295.0,South Sudan - Rumbek
2018-08-15,SSP/KG,"Sugar (brown, imported) - Retail",285.0,South Sudan - Rumbek
2018-09-15,SSP/KG,"Sugar (brown, imported) - Retail",280.0,South Sudan - Rumbek
2018-10-15,SSP/KG,"Sugar (brown, imported) - Retail",165.0,South Sudan - Rumbek
2018-12-15,SSP/KG,"Sugar (brown, imported) - Retail",300.0,South Sudan - Rumbek
2019-03-15,SSP/KG,"Sugar (brown, imported) - Retail",300.0,South Sudan - Rumbek
2012-01-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2012-02-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2012-03-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2012-04-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2012-05-15,SSP/L,Fuel (diesel) - Retail,12.5,South Sudan - Rumbek
2012-06-15,SSP/L,Fuel (diesel) - Retail,9.75,South Sudan - Rumbek
2012-07-15,SSP/L,Fuel (diesel) - Retail,9.25,South Sudan - Rumbek
2012-08-15,SSP/L,Fuel (diesel) - Retail,9.0,South Sudan - Rumbek
2012-09-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2012-10-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2012-11-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2012-12-15,SSP/L,Fuel (diesel) - Retail,8.75,South Sudan - Rumbek
2013-01-15,SSP/L,Fuel (diesel) - Retail,9.5,South Sudan - Rumbek
2013-02-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2013-03-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2013-04-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2013-05-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2013-06-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2013-07-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2013-08-15,SSP/L,Fuel (diesel) - Retail,8.0,South Sudan - Rumbek
2013-09-15,SSP/L,Fuel (diesel) - Retail,7.0,South Sudan - Rumbek
2013-10-15,SSP/L,Fuel (diesel) - Retail,7.0,South Sudan - Rumbek
2013-11-15,SSP/L,Fuel (diesel) - Retail,7.0,South Sudan - Rumbek
2013-12-15,SSP/L,Fuel (diesel) - Retail,7.75,South Sudan - Rumbek
2015-11-15,SSP/L,Fuel (diesel) - Retail,24.5,South Sudan - Rumbek
2015-12-15,SSP/L,Fuel (diesel) - Retail,28.0,South Sudan - Rumbek
2016-01-15,SSP/L,Fuel (diesel) - Retail,30.0,South Sudan - Rumbek
2016-03-15,SSP/L,Fuel (diesel) - Retail,29.5,South Sudan - Rumbek
2016-05-15,SSP/L,Fuel (diesel) - Retail,30.0,South Sudan - Rumbek
2016-07-15,SSP/L,Fuel (diesel) - Retail,30.0,South Sudan - Rumbek
2016-08-15,SSP/L,Fuel (diesel) - Retail,115.0,South Sudan - Rumbek
2016-10-15,SSP/L,Fuel (diesel) - Retail,80.0,South Sudan - Rumbek
2016-11-15,SSP/L,Fuel (diesel) - Retail,80.0,South Sudan - Rumbek
2016-12-15,SSP/L,Fuel (diesel) - Retail,80.0,South Sudan - Rumbek
2017-02-15,SSP/L,Fuel (diesel) - Retail,140.0,South Sudan - Rumbek
2017-03-15,SSP/L,Fuel (diesel) - Retail,153.0,South Sudan - Rumbek
2017-04-15,SSP/L,Fuel (diesel) - Retail,130.0,South Sudan - Rumbek
2017-06-15,SSP/L,Fuel (diesel) - Retail,165.0,South Sudan - Rumbek
2017-07-15,SSP/L,Fuel (diesel) - Retail,380.0,South Sudan - Rumbek
2017-10-15,SSP/L,Fuel (diesel) - Retail,294.0,South Sudan - Rumbek
2018-01-15,SSP/L,Fuel (diesel) - Retail,280.0,South Sudan - Rumbek
2018-03-15,SSP/L,Fuel (diesel) - Retail,300.0,South Sudan - Rumbek
2018-04-15,SSP/L,Fuel (diesel) - Retail,300.0,South Sudan - Rumbek
2018-08-15,SSP/L,Fuel (diesel) - Retail,280.0,South Sudan - Rumbek
2019-03-15,SSP/L,Fuel (diesel) - Retail,350.0,South Sudan - Rumbek
2012-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2012-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2012-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2012-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.5,South Sudan - Rumbek
2012-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,11.75,South Sudan - Rumbek
2012-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,11.6667,South Sudan - Rumbek
2012-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Rumbek
2012-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Rumbek
2012-09-15,SSP/L,Fuel (petrol-gasoline) - Retail,9.0,South Sudan - Rumbek
2012-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2012-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2012-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,10.0,South Sudan - Rumbek
2013-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2013-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2013-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,9.0,South Sudan - Rumbek
2013-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,9.25,South Sudan - Rumbek
2013-05-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2013-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2013-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2013-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,8.0,South Sudan - Rumbek
2013-09-15,SSP/L,Fuel (petrol-gasoline) - Retail,7.0,South Sudan - Rumbek
2013-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,7.0,South Sudan - Rumbek
2013-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,7.0,South Sudan - Rumbek
2013-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,7.75,South Sudan - Rumbek
2016-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,34.0,South Sudan - Rumbek
2016-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,30.0,South Sudan - Rumbek
2016-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,30.0,South Sudan - Rumbek
2016-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,90.0,South Sudan - Rumbek
2016-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,90.0,South Sudan - Rumbek
2016-11-15,SSP/L,Fuel (petrol-gasoline) - Retail,127.0,South Sudan - Rumbek
2016-12-15,SSP/L,Fuel (petrol-gasoline) - Retail,170.0,South Sudan - Rumbek
2017-02-15,SSP/L,Fuel (petrol-gasoline) - Retail,170.0,South Sudan - Rumbek
2017-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,170.0,South Sudan - Rumbek
2017-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,120.0,South Sudan - Rumbek
2017-06-15,SSP/L,Fuel (petrol-gasoline) - Retail,163.0,South Sudan - Rumbek
2017-07-15,SSP/L,Fuel (petrol-gasoline) - Retail,350.0,South Sudan - Rumbek
2017-10-15,SSP/L,Fuel (petrol-gasoline) - Retail,275.0,South Sudan - Rumbek
2018-01-15,SSP/L,Fuel (petrol-gasoline) - Retail,300.0,South Sudan - Rumbek
2018-03-15,SSP/L,Fuel (petrol-gasoline) - Retail,350.0,South Sudan - Rumbek
2018-04-15,SSP/L,Fuel (petrol-gasoline) - Retail,350.0,South Sudan - Rumbek
2018-08-15,SSP/L,Fuel (petrol-gasoline) - Retail,550.0,South Sudan - Rumbek
